实时频率,平均频率
90.90900,103.27300
111.11100,103.30400
90.90900,103.25500
111.11100,103.28600
66.66700,103.14300
142.85699,103.29800
125.00000,103.38200
100.00000,103.36900
100.00000,103.35600
100.00000,103.34300
100.00000,103.33000
100.00000,103.31800
100.00000,103.30500
100.00000,103.29300
100.00000,103.28000
100.00000,103.26800
100.00000,103.25600
100.00000,103.24300
100.00000,103.23100
111.11100,103.26100
83.33300,103.18700
100.00000,103.17500
111.11100,103.20400
100.00000,103.19300
71.42900,103.07700
166.66701,103.30800
100.00000,103.29600
111.11100,103.32400
83.33300,103.25200
111.11100,103.28000
100.00000,103.26900
111.11100,103.29600
83.33300,103.22600
111.11100,103.25400
100.00000,103.24200
100.00000,103.23100
90.90900,103.18800
100.00000,103.17700
111.11100,103.20400
100.00000,103.19300
100.00000,103.18200
100.00000,103.17100
100.00000,103.16100
111.11100,103.18800
62.50000,103.05000
166.66701,103.26500
111.11100,103.29100
111.11100,103.31700
83.33300,103.25000
90.90900,103.20900
125.00000,103.28200
100.00000,103.27100
90.90900,103.23000
100.00000,103.21900
111.11100,103.24500
111.11100,103.27100
83.33300,103.20600
111.11100,103.23200
90.90900,103.19200
111.11100,103.21700
90.90900,103.17800
111.11100,103.20300
90.90900,103.16400
111.11100,103.18900
66.66700,103.07300
166.66701,103.27500
100.00000,103.26400
111.11100,103.28900
90.90900,103.25000
100.00000,103.24000
111.11100,103.26400
100.00000,103.25400
100.00000,103.24400
100.00000,103.23400
100.00000,103.22400
111.11100,103.24800
83.33300,103.18800
111.11100,103.21200
100.00000,103.20200
111.11100,103.22600
83.33300,103.16600
111.11100,103.19000
90.90900,103.15300
111.11100,103.17700
66.66700,103.06800
166.66701,103.25700
111.11100,103.28000
111.11100,103.30300
90.90900,103.26700
100.00000,103.25700
100.00000,103.24800
100.00000,103.23800
90.90900,103.20200
52.63200,103.05500
166.66701,103.24000
166.66701,103.42300
111.11100,103.44500
111.11100,103.46700
90.90900,103.43100
111.11100,103.45300
90.90900,103.41700
100.00000,103.40800
111.11100,103.43000
111.11100,103.45100
62.50000,103.33600
200.00000,103.60700
100.00000,103.59700
100.00000,103.58700
90.90900,103.55200
111.11100,103.57300
90.90900,103.53800
111.11100,103.55900
90.90900,103.52400
111.11100,103.54500
71.42900,103.45700
166.66701,103.62900
90.90900,103.59500
111.11100,103.61500
90.90900,103.58100
111.11100,103.60100
90.90900,103.56700
111.11100,103.58700
90.90900,103.55300
111.11100,103.57300
66.66700,103.47500
166.66701,103.64300
100.00000,103.63300
111.11100,103.65300
90.90900,103.62000
111.11100,103.63900
90.90900,103.60600
111.11100,103.62600
90.90900,103.59200
100.00000,103.58300
111.11100,103.60300
100.00000,103.59300
100.00000,103.58400
100.00000,103.57500
100.00000,103.56500
111.11100,103.58500
83.33300,103.53300
111.11100,103.55200
100.00000,103.54300
111.11100,103.56300
62.50000,103.45900
200.00000,103.70200
90.90900,103.67000
111.11100,103.68900
90.90900,103.65700
100.00000,103.64800
111.11100,103.66600
111.11100,103.68500
83.33300,103.63400
111.11100,103.65300
90.90900,103.62100
111.11100,103.64000
90.90900,103.60900
111.11100,103.62700
90.90900,103.59600
111.11100,103.61400
90.90900,103.58300
111.11100,103.60100
90.90900,103.57100
111.11100,103.58900
66.66700,103.50000
166.66701,103.65200
111.11100,103.67000
111.11100,103.68800
83.33300,103.63900
111.11100,103.65700
90.90900,103.62600
111.11100,103.64400
90.90900,103.61400
111.11100,103.63200
90.90900,103.60200
111.11100,103.61900
90.90900,103.59000
111.11100,103.60700
71.42900,103.53200
166.66701,103.67900
90.90900,103.64900
111.11100,103.66700
90.90900,103.63700
111.11100,103.65400
66.66700,103.56900
166.66701,103.71400
100.00000,103.70600
111.11100,103.72300
90.90900,103.69300
111.11100,103.71000
90.90900,103.68100
111.11100,103.69800
90.90900,103.66900
111.11100,103.68600
90.90900,103.65700
111.11100,103.67400
90.90900,103.64500
100.00000,103.63700
111.11100,103.65400
111.11100,103.67000
83.33300,103.62500
111.11100,103.64200
90.90900,103.61400
111.11100,103.63000
66.66700,103.54900
166.66701,103.68800
111.11100,103.70400
100.00000,103.69600
90.90900,103.66800
111.11100,103.68400
90.90900,103.65600
111.11100,103.67200
90.90900,103.64500
111.11100,103.66100
90.90900,103.63400
111.11100,103.65000
90.90900,103.62200
111.11100,103.63800
90.90900,103.61100
111.11100,103.62700
90.90900,103.60000
100.00000,103.59200
100.00000,103.58500
111.11100,103.60100
66.66700,103.52300
166.66701,103.65600
100.00000,103.64800
111.11100,103.66400
90.90900,103.63700
111.11100,103.65300
90.90900,103.62600
111.11100,103.64200
90.90900,103.61500
111.11100,103.63100
90.90900,103.60400
111.11100,103.62000
90.90900,103.59400
100.00000,103.58600
100.00000,103.57900
111.11100,103.59400
90.90900,103.56900
111.11100,103.58400
71.42900,103.51900
166.66701,103.64700
66.66700,103.57200
166.66701,103.69900
100.00000,103.69200
111.11100,103.70700
90.90900,103.68100
111.11100,103.69600
90.90900,103.67000
111.11100,103.68500
90.90900,103.66000
111.11100,103.67400
90.90900,103.64900
111.11100,103.66400
90.90900,103.63900
111.11100,103.65300
90.90900,103.62800
111.11100,103.64300
90.90900,103.61800
90.90900,103.59300
111.11100,103.60800
111.11100,103.62300
66.66700,103.55100
200.00000,103.73800
100.00000,103.73100
100.00000,103.72300
100.00000,103.71600
100.00000,103.70900
100.00000,103.70200
100.00000,103.69500
100.00000,103.68800
100.00000,103.68100
100.00000,103.67400
111.11100,103.68800
83.33300,103.64900
100.00000,103.64200
111.11100,103.65600
100.00000,103.65000
100.00000,103.64300
100.00000,103.63600
100.00000,103.62900
111.11100,103.64300
62.50000,103.56600
166.66701,103.68400
111.11100,103.69800
111.11100,103.71100
83.33300,103.67400
111.11100,103.68700
90.90900,103.66400
111.11100,103.67800
90.90900,103.65400
100.00000,103.64700
111.11100,103.66100
100.00000,103.65400
100.00000,103.64800
100.00000,103.64100
100.00000,103.63400
111.11100,103.64800
83.33300,103.61100
111.11100,103.62500
100.00000,103.61800
111.11100,103.63200
62.50000,103.55700
125.00000,103.59600
142.85699,103.66700
100.00000,103.66000
90.90900,103.63700
100.00000,103.63100
111.11100,103.64400
111.11100,103.65700
83.33300,103.62100
111.11100,103.63400
90.90900,103.61200
111.11100,103.62500
90.90900,103.60300
111.11100,103.61600
90.90900,103.59400
111.11100,103.60700
90.90900,103.58500
111.11100,103.59800
90.90900,103.57600
111.11100,103.58900
66.66700,103.52500
142.85699,103.59300
125.00000,103.63000
100.00000,103.62400
100.00000,103.61700
100.00000,103.61100
100.00000,103.60500
111.11100,103.61800
83.33300,103.58300
111.11100,103.59600
100.00000,103.59000
111.11100,103.60300
83.33300,103.56800
111.11100,103.58100
90.90900,103.55900
111.11100,103.57200
90.90900,103.55100
100.00000,103.54500
111.11100,103.55800
111.11100,103.57000
62.50000,103.50100
200.00000,103.66300
90.90900,103.64200
111.11100,103.65400
90.90900,103.63300
111.11100,103.64500
90.90900,103.62400
111.11100,103.63700
90.90900,103.61600
111.11100,103.62800
90.90900,103.60700
111.11100,103.61900
90.90900,103.59800
100.00000,103.59200
111.11100,103.60500
111.11100,103.61700
83.33300,103.58400
111.11100,103.59600
90.90900,103.57600
111.11100,103.58800
66.66700,103.52800
166.66701,103.63000
100.00000,103.62400
111.11100,103.63700
90.90900,103.61600
111.11100,103.62800
71.42900,103.57600
166.66701,103.67800
90.90900,103.65700
111.11100,103.66900
90.90900,103.64900
111.11100,103.66100
90.90900,103.64000
111.11100,103.65200
90.90900,103.63200
111.11100,103.64400
90.90900,103.62400
100.00000,103.61800
100.00000,103.61200
111.11100,103.62400
66.66700,103.56600
166.66701,103.66500
100.00000,103.65900
111.11100,103.67100
90.90900,103.65100
100.00000,103.64500
111.11100,103.65700
100.00000,103.65100
100.00000,103.64500
100.00000,103.64000
100.00000,103.63400
111.11100,103.64600
83.33300,103.61400
111.11100,103.62600
100.00000,103.62000
111.11100,103.63200
83.33300,103.60100
111.11100,103.61200
90.90900,103.59300
111.11100,103.60400
66.66700,103.54800
166.66701,103.64400
111.11100,103.65500
111.11100,103.66700
83.33300,103.63600
111.11100,103.64700
90.90900,103.62800
111.11100,103.63900
90.90900,103.62000
111.11100,103.63100
90.90900,103.61200
111.11100,103.62300
90.90900,103.60400
111.11100,103.61600
90.90900,103.59700
111.11100,103.60800
90.90900,103.58900
100.00000,103.58400
111.11100,103.59500
111.11100,103.60600
62.50000,103.54500
200.00000,103.68800
90.90900,103.66900
111.11100,103.68000
90.90900,103.66100
111.11100,103.67200
90.90900,103.65300
111.11100,103.66400
90.90900,103.64500
111.11100,103.65600
71.42900,103.60900
166.66701,103.70100
90.90900,103.68300
111.11100,103.69300
90.90900,103.67500
111.11100,103.68600
90.90900,103.66700
111.11100,103.67800
90.90900,103.66000
111.11100,103.67000
66.66700,103.61700
166.66701,103.70800
100.00000,103.70200
111.11100,103.71300
90.90900,103.69500
111.11100,103.70500
90.90900,103.68700
111.11100,103.69700
90.90900,103.67900
100.00000,103.67400
111.11100,103.68500
111.11100,103.69500
83.33300,103.66600
111.11100,103.67700
90.90900,103.65900
111.11100,103.66900
90.90900,103.65100
111.11100,103.66200
90.90900,103.64400
111.11100,103.65400
66.66700,103.60300
166.66701,103.69100
100.00000,103.68600
111.11100,103.69600
90.90900,103.67800
111.11100,103.68900
90.90900,103.67100
111.11100,103.68100
90.90900,103.66300
111.11100,103.67400
90.90900,103.65600
111.11100,103.66600
90.90900,103.64900
111.11100,103.65900
90.90900,103.64200
111.11100,103.65200
90.90900,103.63400
111.11100,103.64500
90.90900,103.62700
111.11100,103.63700
66.66700,103.58700
166.66701,103.67300
100.00000,103.66800
111.11100,103.67800
90.90900,103.66100
111.11100,103.67100
90.90900,103.65400
111.11100,103.66400
90.90900,103.64600
111.11100,103.65600
90.90900,103.63900
111.11100,103.64900
90.90900,103.63200
111.11100,103.64200
71.42900,103.59900
166.66701,103.68300
90.90900,103.66600
100.00000,103.66100
100.00000,103.65700
111.11100,103.66700
66.66700,103.61800
166.66701,103.70100
100.00000,103.69600
111.11100,103.70600
90.90900,103.68900
111.11100,103.69900
90.90900,103.68200
111.11100,103.69200
90.90900,103.67500
111.11100,103.68500
90.90900,103.66800
111.11100,103.67800
90.90900,103.66100
100.00000,103.65600
111.11100,103.66600
100.00000,103.66100
100.00000,103.65600
100.00000,103.65200
100.00000,103.64700
111.11100,103.65700
62.50000,103.60300
166.66701,103.68500
111.11100,103.69400
111.11100,103.70400
83.33300,103.67800
111.11100,103.68700
90.90900,103.67100
111.11100,103.68000
90.90900,103.66400
100.00000,103.65900
111.11100,103.66900
111.11100,103.67800
83.33300,103.65300
111.11100,103.66200
90.90900,103.64600
111.11100,103.65500
90.90900,103.63900
111.11100,103.64900
90.90900,103.63300
111.11100,103.64200
66.66700,103.59500
166.66701,103.67500
100.00000,103.67000
111.11100,103.67900
90.90900,103.66300
100.00000,103.65900
111.11100,103.66800
111.11100,103.67700
83.33300,103.65200
111.11100,103.66100
90.90900,103.64500
111.11100,103.65500
90.90900,103.63900
111.11100,103.64800
90.90900,103.63200
111.11100,103.64200
90.90900,103.62600
111.11100,103.63500
71.42900,103.59600
166.66701,103.67300
66.66700,103.62800
166.66701,103.70500
111.11100,103.71400
100.00000,103.70900
90.90900,103.69400
111.11100,103.70300
90.90900,103.68700
111.11100,103.69600
90.90900,103.68100
111.11100,103.69000
90.90900,103.67400
111.11100,103.68300
90.90900,103.66800
111.11100,103.67700
90.90900,103.66100
111.11100,103.67000
90.90900,103.65500
100.00000,103.65100
111.11100,103.66000
111.11100,103.66900
40.00000,103.59200
200.00000,103.70800
142.85699,103.75400
200.00000,103.86900
100.00000,103.86500
111.11100,103.87300
90.90900,103.85800
111.11100,103.86600
90.90900,103.85100
111.11100,103.86000
90.90900,103.84400
111.11100,103.85300
90.90900,103.83800
111.11100,103.84600
90.90900,103.83100
111.11100,103.84000
90.90900,103.82400
111.11100,103.83300
90.90900,103.81800
111.11100,103.82600
66.66700,103.78300
166.66701,103.85600
100.00000,103.85200
111.11100,103.86000
90.90900,103.84500
111.11100,103.85400
90.90900,103.83900
111.11100,103.84700
90.90900,103.83200
111.11100,103.84100
90.90900,103.82600
111.11100,103.83400
90.90900,103.81900
111.11100,103.82700
90.90900,103.81300
111.11100,103.82100
90.90900,103.80600
100.00000,103.80200
100.00000,103.79700
111.11100,103.80600
66.66700,103.76300
166.66701,103.83500
83.33300,103.81200
142.85699,103.85600
90.90900,103.84200
100.00000,103.83700
100.00000,103.83300
111.11100,103.84100
90.90900,103.82600
111.11100,103.83500
90.90900,103.82000
111.11100,103.82800
90.90900,103.81400
111.11100,103.82200
90.90900,103.80700
111.11100,103.81600
4.95000,103.70500
71.42900,103.66800
125.00000,103.69200
142.85699,103.73600
142.85699,103.78000
111.11100,103.78800
111.11100,103.79600
166.66701,103.86600
111.11100,103.87400
142.85699,103.91800
111.11100,103.92600
125.00000,103.94900
100.00000,103.94500
125.00000,103.96800
111.11100,103.97600
125.00000,103.99900
100.00000,103.99500
125.00000,104.01800
100.00000,104.01300
125.00000,104.03600
71.42900,104.00100
142.85699,104.04300
111.11100,104.05100
111.11100,104.05900
111.11100,104.06600
111.11100,104.07400
111.11100,104.08200
125.00000,104.10400
100.00000,104.10000
111.11100,104.10800
111.11100,104.11500
111.11100,104.12300
100.00000,104.11800
125.00000,104.14100
100.00000,104.13600
111.11100,104.14400
142.85699,104.18600
125.00000,104.20800
100.00000,104.20400
125.00000,104.22600
71.42900,104.19100
111.11100,104.19800
100.00000,104.19400
125.00000,104.21600
100.00000,104.21200
111.11100,104.21900
100.00000,104.21400
111.11100,104.22200
100.00000,104.21700
111.11100,104.22500
66.66700,104.18500
111.11100,104.19200
125.00000,104.21400
111.11100,104.22100
100.00000,104.21700
111.11100,104.22400
100.00000,104.22000
111.11100,104.22700
100.00000,104.22300
125.00000,104.24400
83.33300,104.22200
111.11100,104.23000
100.00000,104.22500
125.00000,104.24700
125.00000,104.26900
111.11100,104.27600
125.00000,104.29800
142.85699,104.33800
125.00000,104.35900
125.00000,104.38100
100.00000,104.37600
125.00000,104.39800
100.00000,104.39300
111.11100,104.40000
100.00000,104.39600
111.11100,104.40300
125.00000,104.42400
100.00000,104.41900
111.11100,104.42600
111.11100,104.43300
71.42900,104.39900
125.00000,104.42000
100.00000,104.41600
125.00000,104.43700
125.00000,104.45800
125.00000,104.47900
100.00000,104.47400
125.00000,104.49500
111.11100,104.50200
111.11100,104.50900
100.00000,104.50400
125.00000,104.52500
142.85699,104.56400
111.11100,104.57100
111.11100,104.57700
125.00000,104.59800
125.00000,104.61900
111.11100,104.62500
125.00000,104.64600
142.85699,104.68500
83.33300,104.66300
125.00000,104.68400
100.00000,104.67900
111.11100,104.68500
111.11100,104.69200
111.11100,104.69800
111.11100,104.70500
111.11100,104.71100
125.00000,104.73100
111.11100,104.73800
111.11100,104.74400
111.11100,104.75000
125.00000,104.77100
111.11100,104.77700
83.33300,104.75600
142.85699,104.79400
125.00000,104.81400
111.11100,104.82000
100.00000,104.81500
125.00000,104.83500
83.33300,104.81400
111.11100,104.82000
125.00000,104.84000
142.85699,104.87700
142.85699,104.91500
111.11100,104.92100
125.00000,104.94100
142.85699,104.97800
125.00000,104.99800
142.85699,105.03500
142.85699,105.07200
142.85699,105.10900
125.00000,105.12800
111.11100,105.13400
100.00000,105.12900
142.85699,105.16600
111.11100,105.17200
142.85699,105.20800
100.00000,105.20300
142.85699,105.24000
71.42900,105.20700
142.85699,105.24300
111.11100,105.24900
125.00000,105.26800
111.11100,105.27400
142.85699,105.31000
111.11100,105.31600
142.85699,105.35200
100.00000,105.34700
111.11100,105.35200
100.00000,105.34700
142.85699,105.38300
100.00000,105.37800
142.85699,105.41400
111.11100,105.41900
166.66701,105.47800
100.00000,105.47300
111.11100,105.47800
111.11100,105.48300
142.85699,105.51900
71.42900,105.48700
111.11100,105.49200
100.00000,105.48700
111.11100,105.49200
90.90900,105.47800
166.66701,105.53600
166.66701,105.59400
200.00000,105.68300
142.85699,105.71800
100.00000,105.71300
100.00000,105.70700
111.11100,105.71300
83.33300,105.69200
111.11100,105.69700
100.00000,105.69100
111.11100,105.69600
83.33300,105.67500
90.90900,105.66200
111.11100,105.66700
111.11100,105.67200
66.66700,105.63500
166.66701,105.69200
111.11100,105.69700
111.11100,105.70200
90.90900,105.68900
100.00000,105.68300
90.90900,105.67000
111.11100,105.67500
90.90900,105.66100
111.11100,105.66600
90.90900,105.65200
111.11100,105.65700
90.90900,105.64400
111.11100,105.64900
90.90900,105.63500
111.11100,105.64000
90.90900,105.62700
100.00000,105.62200
111.11100,105.62700
100.00000,105.62100
71.42900,105.59000
166.66701,105.64600
100.00000,105.64100
111.11100,105.64600
90.90900,105.63200
100.00000,105.62700
100.00000,105.62200
111.11100,105.62700
90.90900,105.61400
100.00000,105.60900
100.00000,105.60400
100.00000,105.59800
90.90900,105.58500
100.00000,105.58000
111.11100,105.58500
111.11100,105.59000
83.33300,105.57000
111.11100,105.57500
90.90900,105.56200
111.11100,105.56700
66.66700,105.53200
200.00000,105.61700
100.00000,105.61200
100.00000,105.60700
90.90900,105.59300
111.11100,105.59800
90.90900,105.58500
111.11100,105.59000
90.90900,105.57700
100.00000,105.57200
111.11100,105.57700
111.11100,105.58200
83.33300,105.56200
111.11100,105.56700
90.90900,105.55400
111.11100,105.55900
90.90900,105.54600
111.11100,105.55100
90.90900,105.53800
111.11100,105.54300
66.66700,105.50900
166.66701,105.56300
83.33300,105.54300
142.85699,105.57600
90.90900,105.56300
111.11100,105.56800
100.00000,105.56300
100.00000,105.55800
90.90900,105.54500
111.11100,105.55000
90.90900,105.53700
111.11100,105.54200
90.90900,105.52900
111.11100,105.53400
90.90900,105.52100
111.11100,105.52600
90.90900,105.51300
111.11100,105.51800
90.90900,105.50600
111.11100,105.51100
66.66700,105.47700
142.85699,105.50900
125.00000,105.52600
100.00000,105.52100
100.00000,105.51700
100.00000,105.51200
100.00000,105.50700
111.11100,105.51200
90.90900,105.49900
100.00000,105.49500
100.00000,105.49000
111.11100,105.49500
83.33300,105.47600
111.11100,105.48000
90.90900,105.46800
111.11100,105.47300
90.90900,105.46000
100.00000,105.45600
111.11100,105.46000
111.11100,105.46500
62.50000,105.42900
200.00000,105.50900
100.00000,105.50500
100.00000,105.50000
90.90900,105.48700
111.11100,105.49200
90.90900,105.48000
111.11100,105.48500
90.90900,105.47200
111.11100,105.47700
90.90900,105.46500
111.11100,105.46900
90.90900,105.45700
100.00000,105.45300
111.11100,105.45700
111.11100,105.46200
83.33300,105.44300
111.11100,105.44800
90.90900,105.43600
111.11100,105.44100
66.66700,105.40800
200.00000,105.48800
90.90900,105.47500
111.11100,105.48000
90.90900,105.46800
111.11100,105.47300
76.92300,105.44900
142.85699,105.48000
90.90900,105.46800
111.11100,105.47300
90.90900,105.46000
111.11100,105.46500
90.90900,105.45300
111.11100,105.45800
90.90900,105.44600
111.11100,105.45000
90.90900,105.43800
111.11100,105.44300
90.90900,105.43100
111.11100,105.43600
66.66700,105.40400
166.66701,105.45400
100.00000,105.45000
111.11100,105.45400
90.90900,105.44200
100.00000,105.43800
111.11100,105.44300
111.11100,105.44700
83.33300,105.42900
111.11100,105.43400
100.00000,105.42900
100.00000,105.42500
90.90900,105.41300
111.11100,105.41800
90.90900,105.40600
111.11100,105.41000
90.90900,105.39900
111.11100,105.40300
90.90900,105.39100
111.11100,105.39600
66.66700,105.36500
166.66701,105.41400
111.11100,105.41900
100.00000,105.41500
90.90900,105.40300
111.11100,105.40800
90.90900,105.39600
111.11100,105.40000
90.90900,105.38900
111.11100,105.39300
90.90900,105.38200
111.11100,105.38600
90.90900,105.37500
111.11100,105.37900
90.90900,105.36800
111.11100,105.37200
90.90900,105.36100
111.11100,105.36500
90.90900,105.35400
111.11100,105.35800
66.66700,105.32700
166.66701,105.37600
100.00000,105.37200
111.11100,105.37700
90.90900,105.36500
111.11100,105.37000
90.90900,105.35800
111.11100,105.36300
90.90900,105.35100
111.11100,105.35600
76.92300,105.33300
142.85699,105.36300
90.90900,105.35200
100.00000,105.34700
100.00000,105.34300
111.11100,105.34800
90.90900,105.33600
111.11100,105.34100
90.90900,105.32900
111.11100,105.33400
66.66700,105.30400
166.66701,105.35200
100.00000,105.34800
111.11100,105.35200
90.90900,105.34100
111.11100,105.34500
90.90900,105.33400
111.11100,105.33900
90.90900,105.32700
100.00000,105.32300
111.11100,105.32800
100.00000,105.32300
100.00000,105.31900
100.00000,105.31500
100.00000,105.31100
111.11100,105.31600
83.33300,105.29800
111.11100,105.30300
100.00000,105.29900
111.11100,105.30300
62.50000,105.27000
200.00000,105.34400
100.00000,105.33900
100.00000,105.33500
90.90900,105.32400
111.11100,105.32900
100.00000,105.32500
111.11100,105.32900
90.90900,105.31800
100.00000,105.31400
90.90900,105.30300
111.11100,105.30700
90.90900,105.29600
111.11100,105.30100
90.90900,105.29000
111.11100,105.29400
90.90900,105.28300
111.11100,105.28700
90.90900,105.27600
111.11100,105.28100
66.66700,105.25100
166.66701,105.29800
111.11100,105.30300
111.11100,105.30700
90.90900,105.29600
100.00000,105.29200
100.00000,105.28800
100.00000,105.28400
90.90900,105.27300
111.11100,105.27800
90.90900,105.26700
111.11100,105.27100
90.90900,105.26000
111.11100,105.26500
76.92300,105.24300
142.85699,105.27200
90.90900,105.26100
111.11100,105.26500
90.90900,105.25500
111.11100,105.25900
66.66700,105.23000
166.66701,105.27600
100.00000,105.27200
111.11100,105.27600
90.90900,105.26600
111.11100,105.27000
90.90900,105.25900
111.11100,105.26400
90.90900,105.25300
111.11100,105.25700
90.90900,105.24700
111.11100,105.25100
90.90900,105.24000
100.00000,105.23600
111.11100,105.24100
111.11100,105.24500
83.33300,105.22900
111.11100,105.23300
90.90900,105.22300
111.11100,105.22700
66.66700,105.19800
200.00000,105.26900
100.00000,105.26500
100.00000,105.26100
90.90900,105.25000
111.11100,105.25500
90.90900,105.24400
111.11100,105.24800
90.90900,105.23800
111.11100,105.24200
100.00000,105.23800
100.00000,105.23400
90.90900,105.22400
111.11100,105.22800
90.90900,105.21800
111.11100,105.22200
90.90900,105.21200
111.11100,105.21600
90.90900,105.20500
111.11100,105.21000
66.66700,105.18200
166.66701,105.22600
100.00000,105.22300
111.11100,105.22700
90.90900,105.21600
111.11100,105.22100
100.00000,105.21700
100.00000,105.21300
90.90900,105.20300
111.11100,105.20700
90.90900,105.19700
111.11100,105.20100
90.90900,105.19100
111.11100,105.19500
90.90900,105.18500
111.11100,105.18900
90.90900,105.17900
111.11100,105.18300
71.42900,105.15900
166.66701,105.20300
66.66700,105.17500
166.66701,105.21900
100.00000,105.21600
111.11100,105.22000
90.90900,105.21000
111.11100,105.21400
90.90900,105.20400
111.11100,105.20800
